,time,TSH0,TSH1,TSH2,TSH3,TSOS,V_PSOS,TSHSI,VSHS_OP,VSHS_CL,VSHP_OP,VSHP_CL,V_PC_1,CCH_1,TCO_1,m0plus,m0minus,m2plus,m2minus,m3plus,m3minus
819,10635.0,39.0,25.3,38.7,26.1,40.1,0.204166666667,197.0,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
820,10648.0,39.0,25.3,38.7,26.1,40.1,0.204166666667,197.0,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
821,10661.0,39.0,25.3,38.7,26.1,39.9,0.204166666667,197.0,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
822,10674.0,39.0,25.3,38.7,26.1,39.9,0.204166666667,197.0,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
823,10687.0,39.0,25.3,38.7,26.1,39.7,0.204166666667,197.0,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
824,10700.0,39.0,25.3,38.7,26.1,39.7,0.204166666667,197.0,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
825,10713.0,39.0,25.3,38.7,26.1,39.7,0.204166666667,197.0,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
826,10726.0,39.2,25.3,38.7,26.1,39.4,0.204166666667,197.0,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
827,10739.0,39.2,25.3,38.7,26.1,39.4,0.204166666667,197.0,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
828,10752.0,39.2,25.3,38.7,26.1,39.4,0.204166666667,197.0,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
829,10765.0,39.2,25.3,38.7,26.1,39.4,0.204166666667,197.0,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
830,10778.0,39.2,25.3,38.7,26.1,39.4,0.204166666667,197.0,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
831,10791.0,39.2,25.3,38.7,26.1,39.2,0.204166666667,197.0,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
832,10804.0,39.2,25.3,38.7,26.1,39.2,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
833,10817.0,39.2,25.3,38.7,26.1,39.2,0.204166666667,197.0,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
834,10830.0,39.2,25.3,38.7,26.1,39.2,0.204166666667,197.0,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
835,10843.0,39.2,25.3,38.7,26.1,39.2,0.204166666667,197.0,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
836,10856.0,39.2,25.3,38.7,26.1,39.2,0.204166666667,197.0,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
837,10869.0,39.2,25.3,38.7,26.1,39.2,0.204166666667,197.0,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
838,10882.0,39.2,25.3,38.7,26.1,38.9,0.204166666667,197.0,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
839,10895.0,39.2,25.3,38.7,26.1,38.9,0.204166666667,197.0,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
840,10908.0,39.2,25.3,38.7,26.1,38.9,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
841,10921.0,39.2,25.3,38.7,26.1,38.9,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
842,10934.0,39.2,25.3,38.7,26.1,38.9,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
843,10947.0,39.2,25.3,38.7,26.1,38.7,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
844,10960.0,39.2,25.3,38.7,26.1,38.7,0.204166666667,197.0,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
845,10973.0,39.2,25.3,38.7,26.1,38.7,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
846,10986.0,39.2,25.3,38.7,26.1,38.7,0.204166666667,197.0,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
847,10999.0,39.2,25.3,38.7,26.1,38.7,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
848,11012.0,39.2,25.3,38.7,26.1,38.5,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
849,11025.0,39.2,25.3,38.7,26.1,38.5,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
850,11038.0,39.2,25.3,38.7,26.1,38.5,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
851,11051.0,39.2,25.3,38.7,26.1,38.5,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
852,11064.0,39.2,25.3,38.7,26.1,38.5,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
853,11077.0,39.2,25.3,38.7,26.1,38.5,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
854,11090.0,39.2,25.3,38.7,26.1,38.2,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
855,11103.0,39.2,25.3,38.7,26.1,38.2,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
856,11116.0,39.2,25.3,38.7,26.1,38.2,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
857,11129.0,39.0,25.3,38.7,26.1,38.0,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
858,11142.0,39.0,25.3,38.7,26.1,38.0,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
859,11155.0,39.0,25.3,38.7,26.1,38.0,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
860,11168.0,39.0,25.3,38.7,26.1,37.7,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
861,11181.0,39.0,25.3,38.7,26.1,37.7,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
862,11194.0,39.0,25.3,38.7,26.1,37.5,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
863,11207.0,39.0,25.3,38.7,26.1,37.5,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
864,11220.0,39.0,25.3,38.7,26.1,37.3,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
865,11233.0,39.0,25.3,38.7,26.1,37.3,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
866,11246.0,39.0,25.3,38.7,26.1,37.0,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
867,11259.0,39.0,25.3,38.7,26.1,37.0,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
868,11272.0,39.0,25.3,38.7,26.1,36.8,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
869,11285.0,39.0,25.3,38.7,26.1,36.8,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
870,11298.0,39.0,25.3,38.7,26.1,36.5,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
871,11311.0,39.0,25.3,38.7,26.1,36.5,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
872,11324.0,39.0,25.3,38.7,26.1,36.3,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
873,11337.0,39.0,25.3,38.7,26.1,36.3,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
874,11350.0,39.0,25.3,38.7,26.1,36.1,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
875,11363.0,39.0,25.3,38.7,26.1,36.1,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
876,11376.0,39.0,25.3,38.7,26.1,35.8,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
877,11389.0,38.7,25.3,38.7,26.1,35.8,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
878,11402.0,38.7,25.3,38.7,26.1,35.6,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
879,11415.0,38.7,25.3,38.7,26.1,35.6,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
880,11428.0,38.7,25.3,38.7,26.1,35.3,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
881,11441.0,38.7,25.3,38.7,26.1,35.3,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
882,11454.0,38.7,25.3,38.7,26.1,35.3,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
883,11467.0,38.7,25.3,38.7,26.1,35.1,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
884,11480.0,38.7,25.3,38.7,26.1,35.1,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
885,11493.0,38.7,25.3,38.7,26.1,34.9,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
886,11506.0,38.7,25.3,38.7,26.1,34.9,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
887,11519.0,38.7,25.3,38.7,26.1,34.9,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
888,11532.0,38.7,25.3,38.7,26.1,34.6,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
889,11545.0,38.7,25.3,38.7,26.1,34.6,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
890,11558.0,38.7,25.3,38.7,26.1,34.4,0.204166666667,197.2,1.0,0.0,0.0,1.0,0.0,0.0,22.9,0.0,0.204166666667,0.0,0.204166666667,0.0,0.204166666667
