,time,TSH0,TSH1,TSH2,TSH3,TSOS,PSOS,TSHSI,VSHS_OP,VSHS_CL,VSHP_OP,VSHP_CL,PC_1,CCH_1,TCO_1
1,0.0,60.1,52.8,59.4,57.5,41.1,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
2,13.0,60.1,52.8,59.4,57.5,41.1,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
3,26.0,60.1,52.8,59.4,57.5,41.1,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
4,39.0,60.1,52.8,59.4,57.5,41.1,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
5,52.0,60.1,52.8,59.4,57.5,41.1,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
6,65.0,60.1,52.8,59.4,57.5,41.1,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
7,78.0,60.1,52.8,59.4,57.5,41.1,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
8,91.0,60.1,52.8,59.4,57.5,41.1,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
9,104.0,60.1,52.8,59.4,57.5,41.1,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
10,117.0,60.1,52.8,59.4,57.5,41.1,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
11,130.0,60.1,52.8,59.4,57.5,41.1,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
12,143.0,60.1,52.8,59.4,57.5,41.1,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
13,156.0,60.1,52.8,59.4,57.5,41.1,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
14,169.0,60.1,52.8,59.4,57.5,41.1,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
15,182.0,60.1,52.8,59.4,57.5,41.1,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
16,195.0,60.1,52.8,59.4,57.5,41.1,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
17,208.0,60.1,52.8,59.4,57.5,41.1,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
18,221.0,60.1,52.8,59.4,57.5,41.1,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,25.7
19,234.0,60.1,52.8,59.4,57.5,41.1,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
20,247.0,60.1,52.8,59.4,57.5,41.1,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,25.7
21,260.0,60.1,52.8,59.4,57.5,41.1,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
22,273.0,60.1,52.8,59.4,57.5,41.1,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
23,286.0,60.1,52.8,59.4,57.5,41.1,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
24,299.0,60.1,52.8,59.4,57.5,41.1,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
25,312.0,60.1,52.8,59.4,57.5,40.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,25.7
26,325.0,60.1,52.8,59.4,57.5,41.1,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
27,338.0,60.1,52.8,59.2,57.5,40.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,25.7
28,351.0,60.1,52.8,59.2,57.5,40.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
29,364.0,60.1,52.8,59.2,57.5,40.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,25.7
30,377.0,60.1,52.8,59.2,57.5,40.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
31,390.0,60.1,52.8,59.2,57.5,40.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,25.7
32,403.0,60.1,52.8,59.4,57.5,40.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
33,416.0,60.1,52.8,59.4,57.5,40.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,25.7
34,429.0,60.1,52.8,59.4,57.5,40.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
35,442.0,60.1,52.8,59.2,57.7,40.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,25.7
36,455.0,60.1,52.8,59.2,57.5,40.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
37,468.0,60.1,52.8,59.2,57.5,40.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,25.7
38,481.0,60.1,52.8,59.4,57.7,40.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
39,494.0,60.1,52.8,59.2,57.5,40.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
40,507.0,60.1,52.8,59.4,57.5,40.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,25.7
41,520.0,60.1,52.8,59.4,57.7,40.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
42,533.0,60.1,52.8,59.2,57.5,40.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,25.7
43,546.0,60.1,52.8,59.2,57.5,40.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
44,559.0,60.1,52.8,59.2,57.5,40.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,25.7
45,572.0,60.1,52.8,59.4,57.5,40.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
46,585.0,60.1,52.8,59.4,57.5,40.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,25.7
47,598.0,60.1,52.8,59.4,57.5,40.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,25.7
48,611.0,60.1,52.8,59.4,57.5,40.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,25.7
49,624.0,60.1,52.8,59.2,57.5,40.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,25.7
50,637.0,60.1,52.8,59.4,57.5,40.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,25.7
51,650.0,60.1,52.8,59.2,57.5,40.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,25.7
52,663.0,60.1,52.8,59.4,57.5,40.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,25.7
53,676.0,60.1,52.8,59.4,57.5,40.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,25.7
54,689.0,60.1,52.8,59.2,57.5,40.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,25.7
55,702.0,60.1,52.8,59.2,57.5,40.6,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,25.7
56,715.0,60.1,52.8,59.2,57.5,40.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
57,728.0,60.1,52.8,59.2,57.5,40.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,25.7
58,741.0,60.1,52.8,59.4,57.5,40.6,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
59,754.0,60.1,52.8,59.4,57.5,40.6,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,25.7
60,767.0,60.1,52.8,59.4,57.5,40.6,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
61,780.0,60.1,52.8,59.4,57.5,40.6,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
62,793.0,60.1,52.6,59.2,57.5,40.6,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,25.7
63,806.0,60.1,52.6,59.2,57.5,40.6,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
64,819.0,60.1,52.6,59.2,57.5,40.6,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,25.7
65,832.0,60.1,52.6,59.2,57.5,40.6,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
66,845.0,60.1,52.6,59.2,57.5,40.6,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,25.7
67,858.0,60.1,52.8,59.2,57.5,40.6,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
68,871.0,60.1,52.8,59.2,57.5,40.6,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,25.7
69,884.0,60.1,52.8,59.2,57.5,40.6,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
70,897.0,60.1,52.8,59.2,57.5,40.6,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,25.7
71,910.0,60.1,52.8,59.2,57.5,40.6,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
72,923.0,60.1,52.6,59.2,57.5,40.6,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
73,936.0,60.1,52.6,59.2,57.5,40.6,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,25.7
74,949.0,60.1,52.6,59.2,57.5,40.6,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
75,962.0,60.1,52.6,59.2,57.5,40.6,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
76,975.0,60.1,52.6,59.2,57.5,40.6,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
77,988.0,60.1,52.6,59.2,57.5,40.6,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
78,1001.0,60.1,52.6,59.2,57.5,40.6,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
79,1014.0,60.1,52.8,59.2,57.5,40.6,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
80,1027.0,60.1,52.8,59.2,57.5,40.6,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
81,1040.0,60.1,52.6,59.2,57.5,40.6,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
82,1053.0,60.1,52.6,59.2,57.5,40.6,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
83,1066.0,60.1,52.6,59.2,57.5,40.6,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
84,1079.0,60.1,52.6,59.2,57.5,40.6,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
85,1092.0,60.1,52.6,59.2,57.5,40.6,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
86,1105.0,60.1,52.6,59.2,57.5,40.6,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
87,1118.0,60.1,52.6,59.2,57.5,40.6,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
88,1131.0,60.1,52.6,59.2,57.5,40.6,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
89,1144.0,60.1,52.6,59.2,57.5,40.6,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
90,1157.0,60.1,52.6,59.2,57.5,40.4,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
91,1170.0,60.1,52.6,59.2,57.5,40.4,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
92,1183.0,60.1,52.6,59.2,57.5,40.4,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
93,1196.0,59.8,52.6,59.2,57.5,40.6,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
94,1209.0,60.1,52.6,59.2,57.5,40.4,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
95,1222.0,60.1,52.6,59.2,57.5,40.4,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
96,1235.0,60.1,52.6,59.2,57.5,40.4,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
97,1248.0,60.1,52.6,59.2,57.5,40.4,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
98,1261.0,60.1,52.6,59.2,57.5,40.4,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
99,1274.0,60.1,52.6,59.2,57.5,40.4,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.2
100,1287.0,60.1,52.6,59.2,57.5,40.4,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
101,1300.0,60.1,52.6,59.2,57.5,40.4,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
102,1313.0,60.1,52.6,59.2,57.5,40.4,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
103,1326.0,60.1,52.6,59.2,57.5,40.4,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
104,1339.0,60.1,52.6,59.2,57.5,40.4,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.2
105,1352.0,60.1,52.6,59.2,57.5,40.4,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
106,1365.0,60.1,52.6,59.2,57.5,40.4,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.2
107,1378.0,60.1,52.6,59.2,57.5,40.4,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
108,1391.0,60.1,52.6,59.2,57.5,40.4,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.2
109,1404.0,60.1,52.6,59.2,57.5,40.4,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
110,1417.0,60.1,52.6,59.2,57.5,40.4,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
111,1430.0,60.1,52.6,59.2,57.5,40.4,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
112,1443.0,59.8,52.6,59.2,57.5,40.4,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.2
113,1456.0,60.1,52.6,59.2,57.5,40.4,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
114,1469.0,60.1,52.6,59.2,57.5,40.4,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.2
115,1482.0,60.1,52.6,59.2,57.5,40.4,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
116,1495.0,60.1,52.6,59.2,57.5,40.4,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
117,1508.0,60.1,52.6,59.2,57.5,40.4,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
118,1521.0,60.1,52.6,59.2,57.5,40.4,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.2
119,1534.0,60.1,52.6,59.2,57.5,40.4,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.0
120,1547.0,60.1,52.6,59.2,57.5,40.4,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.2
121,1560.0,60.1,52.6,59.2,57.5,40.4,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.2
122,1573.0,60.1,52.6,59.2,57.5,40.4,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.2
123,1586.0,59.8,52.6,59.2,57.5,40.4,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.2
124,1599.0,60.1,52.6,59.2,57.5,40.4,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.2
125,1612.0,60.1,52.6,59.2,57.5,40.4,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.2
126,1625.0,60.1,52.6,59.2,57.5,40.1,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.2
127,1638.0,60.1,52.6,59.2,57.5,40.4,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.2
128,1651.0,60.1,52.6,59.2,57.5,40.1,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.2
129,1664.0,60.1,52.6,59.2,57.5,40.1,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.2
130,1677.0,60.1,52.6,59.2,57.5,40.1,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.2
131,1690.0,60.1,52.6,59.2,57.5,40.1,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.2
132,1703.0,60.1,52.6,59.2,57.5,40.1,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.2
133,1716.0,60.1,52.6,59.2,57.5,40.1,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.2
134,1729.0,60.1,52.6,59.2,57.5,40.1,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.2
135,1742.0,60.1,52.6,59.2,57.5,40.1,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.2
136,1755.0,60.1,52.6,59.2,57.5,40.1,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.2
137,1768.0,60.1,52.6,59.2,57.5,40.1,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.2
138,1781.0,60.1,52.6,59.2,57.5,40.1,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.2
139,1794.0,60.1,52.6,59.2,57.5,40.1,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.2
140,1807.0,59.8,52.6,59.2,57.5,40.1,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.2
141,1820.0,60.1,52.6,59.2,57.5,40.1,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.2
142,1833.0,59.8,52.6,59.2,57.5,40.1,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.2
143,1846.0,59.8,52.6,59.2,57.5,40.1,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.2
144,1859.0,60.1,52.6,59.2,57.5,40.1,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.2
145,1872.0,59.8,52.6,59.2,57.5,40.1,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.2
146,1885.0,59.8,52.6,59.2,57.5,40.1,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.2
147,1898.0,60.1,52.6,59.2,57.5,40.1,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.2
148,1911.0,59.8,52.6,59.2,57.5,40.1,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.2
149,1924.0,60.1,52.6,59.2,57.5,40.1,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.2
150,1937.0,60.1,52.6,59.2,57.5,40.1,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.2
151,1950.0,60.1,52.6,59.2,57.5,40.1,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.2
152,1963.0,59.8,52.6,59.2,57.5,40.1,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.2
153,1976.0,60.1,52.6,59.2,57.5,40.1,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.2
154,1989.0,59.8,52.6,59.2,57.5,40.1,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.2
155,2002.0,59.8,52.6,59.2,57.5,40.1,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.2
156,2015.0,59.8,52.6,59.2,57.5,40.1,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.2
157,2028.0,60.1,52.6,59.2,57.5,40.1,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.2
158,2041.0,60.1,52.6,59.2,57.5,40.1,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.2
159,2054.0,59.8,52.6,59.2,57.5,40.1,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.2
160,2067.0,59.8,52.6,59.2,57.5,40.1,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.2
161,2080.0,60.1,52.6,59.2,57.5,39.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.2
162,2093.0,59.8,52.6,59.2,57.5,40.1,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.2
163,2106.0,60.1,52.6,59.2,57.5,40.1,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.2
164,2119.0,60.1,52.6,59.2,57.5,40.1,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.2
165,2132.0,59.8,52.3,59.2,57.5,39.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.2
166,2145.0,59.8,52.3,59.2,57.5,39.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.2
167,2158.0,60.1,52.3,59.2,57.5,39.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.4
168,2171.0,60.1,52.6,59.2,57.5,39.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.2
169,2184.0,59.8,52.6,59.2,57.5,39.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.4
170,2197.0,59.8,52.3,59.2,57.5,39.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.2
171,2210.0,60.1,52.6,59.2,57.5,39.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.4
172,2223.0,59.8,52.3,59.2,57.5,39.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.2
173,2236.0,59.8,52.6,59.2,57.5,39.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.4
174,2249.0,59.8,52.3,59.2,57.5,39.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.2
175,2262.0,60.1,52.3,59.2,57.5,39.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.4
176,2275.0,59.8,52.3,59.2,57.5,39.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.2
177,2288.0,59.8,52.3,59.2,57.5,39.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.4
178,2301.0,60.1,52.3,59.2,57.5,39.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.2
179,2314.0,59.8,52.3,59.2,57.5,39.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.4
180,2327.0,59.8,52.3,59.2,57.5,39.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.4
181,2340.0,59.8,52.3,59.2,57.5,39.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.4
182,2353.0,59.8,52.3,59.2,57.5,39.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.4
183,2366.0,59.8,52.3,59.2,57.5,39.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.4
184,2379.0,59.8,52.3,59.2,57.5,39.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.4
185,2392.0,59.8,52.3,59.2,57.5,39.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.4
186,2405.0,59.8,52.3,59.2,57.5,39.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.4
187,2418.0,60.1,52.3,59.2,57.5,39.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.4
188,2431.0,59.8,52.3,59.2,57.5,39.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.4
189,2444.0,60.1,52.3,59.2,57.5,39.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.4
190,2457.0,59.8,52.3,59.2,57.5,39.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.4
191,2470.0,59.8,52.3,59.2,57.5,39.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.4
192,2483.0,60.1,52.3,59.2,57.5,39.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.4
193,2496.0,59.8,52.3,59.2,57.5,39.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.4
194,2509.0,60.1,52.3,59.2,57.5,39.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.4
195,2522.0,59.8,52.3,59.2,57.5,39.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.4
196,2535.0,59.8,52.3,59.2,57.5,39.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.4
197,2548.0,59.8,52.3,59.2,57.5,39.7,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.4
198,2561.0,60.1,52.3,59.2,57.5,39.9,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.4
199,2574.0,59.8,52.3,59.2,57.5,39.7,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.4
200,2587.0,59.8,52.3,59.2,57.5,39.7,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.4
201,2600.0,59.8,52.3,59.2,57.5,39.7,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.4
202,2613.0,59.8,52.3,59.2,57.5,39.7,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.4
203,2626.0,59.8,52.3,59.2,57.5,39.7,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.4
204,2639.0,59.8,52.3,59.2,57.5,39.7,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.4
205,2652.0,59.8,52.3,59.2,57.5,39.7,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.4
206,2665.0,59.8,52.3,59.2,57.5,39.7,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.4
207,2678.0,59.8,52.3,59.2,57.5,39.7,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.4
208,2691.0,59.8,52.3,59.2,57.5,39.7,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.4
209,2704.0,59.8,52.3,59.2,57.5,39.7,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.4
210,2717.0,59.8,52.3,59.2,57.5,39.7,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.4
211,2730.0,59.8,52.3,59.2,57.5,39.7,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.4
212,2743.0,59.8,52.3,59.2,57.5,39.7,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.4
213,2756.0,60.1,52.3,59.2,57.5,39.7,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.4
214,2769.0,59.8,52.3,59.2,57.5,39.7,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.4
215,2782.0,59.8,52.3,59.2,57.5,39.7,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.4
216,2795.0,59.8,52.3,59.2,57.5,39.7,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.4
217,2808.0,59.8,52.3,59.2,57.5,39.7,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.4
218,2821.0,59.8,52.3,59.2,57.5,39.7,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.4
219,2834.0,59.8,52.3,59.2,57.5,39.7,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.4
220,2847.0,59.8,52.3,59.2,57.5,39.7,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.4
221,2860.0,59.8,52.3,59.2,57.5,39.7,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.4
222,2873.0,59.8,52.3,59.2,57.5,39.7,11.0,196.4,1.0,0.0,0.0,1.0,11.0,0.0,26.4
